Meth_Pre - Meth_Acq,Meth_Acq - Meth_Ext,Meth_Ext - Meth_Rein,Meth_Pre - Sal_Pre,Meth_Acq - Sal_Acq,Meth_Ext - Sal_Ext,Meth_Rein - Sal_Rein
0.9375042181278261,0.9449302594493025,0.8957620160424431,0.9069227715515926,0.9570284049526585,0.927821566325675,0.80789685439192
