genus	num	p	r
d_Bacteria|p_Firmicutes|c_Clostridia|o_Thermoanaerobacterales|f_Thermoanaerobacterales Family IV. Incertae Sedis|g_Mahella	159	0.0239631156128392	-0.502444563550203
d_Bacteria|p_Firmicutes|c_Clostridia|o_Thermoanaerobacterales|f_Thermodesulfobiaceae|g_Thermodesulfobium	77	0.00897062315491378	-0.568096473838099
d_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Erysipelothrix	431	0.0295599138058713	-0.486649150624223
d_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Faecalitalea	485	0.0396407522911619	-0.463332112495396
d_Bacteria|p_Firmicutes|c_Erysipelotrichia|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Turicibacter	293	0.000514144599574875	-0.705263157894737
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Acidaminococcales|f_Acidaminococcaceae|g_Phascolarctobacterium	195	0.0019987135591128	-0.64812030075188
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales|f_Veillonellaceae|g_Megasphaera	625	0.0322517822472215	-0.479879687941661
d_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales|f_Veillonellaceae|g_Veillonella	324	0.0220080959473751	-0.508653266641794
d_Bacteria|p_Firmicutes|c_Tissierellia|g_Ezakiella	57	4.59600895264756e-05	-0.782249021096124
d_Bacteria|p_Firmicutes|c_Tissierellia|o_Tissierellales|f_Peptoniphilaceae|g_Peptoniphilus	473	0.0110302928277422	-0.555304897605982
d_Bacteria|p_Fusobacteria|c_Fusobacteriia|o_Fusobacteriales|f_Leptotrichiaceae|g_Leptotrichia	857	0.00241657939683312	-0.639097744360902
d_Bacteria|p_Fusobacteria|c_Fusobacteriia|o_Fusobacteriales|f_Leptotrichiaceae|g_Sebaldella	139	0.0396407522911619	-0.463332112495396
d_Bacteria|p_Fusobacteria|c_Fusobacteriia|o_Fusobacteriales|f_Leptotrichiaceae|g_Streptobacillus	149	0.00153704863211831	-0.66015037593985
d_Bacteria|p_Ignavibacteriae|c_Ignavibacteria|o_Ignavibacteriales|f_Melioribacteraceae|g_Melioribacter	137	0.0381257898795459	-0.466516309641882
d_Bacteria|p_Planctomycetes|c_Phycisphaerae|o_Sedimentisphaerales|f_Anaerohalosphaeraceae|g_Anaerohalosphaera	97	0.00787094017744505	-0.57593984962406
d_Bacteria|p_Planctomycetes|c_Phycisphaerae|o_Sedimentisphaerales|f_Sedimentisphaeraceae|g_Limihaloglobus	104	0.0260514647072489	-0.496240601503759
d_Bacteria|p_Proteobacteria|c_Acidithiobacillia|o_Acidithiobacillales|f_Acidithiobacillaceae|g_Acidithiobacillus	341	0.0280744116730318	-0.490594570784689
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|g_Micavibrio	49	0.0282845420240922	-0.490026657858013
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|g_Phreatobacter	232	0.000477407543368605	-0.708051366730663
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Caulobacterales|f_Caulobacteraceae|g_Phenylobacterium	238	0.0412007178019545	-0.46015037593985
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Holosporales|f_Caedimonadaceae|g_Candidatus Nucleicultrix	40	0.0207739609639521	-0.512801786364672
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Brucellaceae|g_Brucella	129	0.0254685364591167	-0.497931588428494
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Brucellaceae|g_Ochrobactrum	692	0.0491298172798515	-0.445280212008563
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Chelatococcaceae|g_Chelatococcus	132	0.0165275923156212	-0.528770251760168
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Cohaesibacteraceae|g_Breoghania	57	0.0142917701192336	-0.53854836452387
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Phyllobacteriaceae|g_Aminobacter	110	0.0108631732076601	-0.556266820517775
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Phyllobacteriaceae|g_Mesorhizobium	2321	0.0368965591814291	-0.469172932330827
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Rhizobiaceae|g_Ensifer	193	0.0122022179622914	-0.548872180451128
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Rhizobiaceae|g_Liberibacter	193	0.0140135553045835	-0.53984962406015
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Rhizobiaceae|g_Rhizobium	2210	0.0397249664579358	-0.463157894736842
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|g_Nordella	119	0.00302481526438445	-0.628055704437753
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Hyphomonadaceae|g_Hyphomonas	257	0.0232372969950942	-0.504701051111057
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Epibacterium	30	0.00153704863211831	-0.66015037593985
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Rhodobacter	683	0.00791339430219423	-0.575620930445226
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Roseivivax	83	0.000470635315848485	-0.708585140923872
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Sagittula	38	0.0267132037412062	-0.494356799088253
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Tabrizicola	20	0.0433157264099804	-0.455982070391904
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Thalassobius	14	0.00939178747420188	-0.565299569971379
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Thalassococcus	38	0.0101596281560935	-0.5604529712504
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Yangia	175	0.0331904392033511	-0.477623200380806
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Acetobacteraceae|g_Acidiphilium	74	0.000732728389255005	-0.691497562194984
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Acetobacteraceae|g_Bombella	10	0.0166513966987052	-0.52826058130433
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Acetobacteraceae|g_Gluconobacter	140	0.0209428533674072	-0.512222676313904
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Acetobacteraceae|g_Kozakia	155	0.0159412151413571	-0.531226636463176
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Acetobacteraceae|g_Neokomagataea	203	0.00945725006667094	-0.564874052733836
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Acetobacteraceae|g_Parasaccharibacter	56	0.0437955712670492	-0.455058324772264
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales|f_Rhodospirillaceae|g_Ferrovibrio	100	0.0049134832211428	-0.602708974230883
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Anaplasmataceae|g_Anaplasma	89	0.00221179667292639	-0.64334103990937
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Anaplasmataceae|g_Ehrlichia	185	0.00337224384315566	-0.622556390977444
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rickettsiales|f_Rickettsiaceae|g_Rickettsia	146	0.0192402438732347	-0.518239976476182
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Erythrobacteraceae|g_Erythrobacter	834	0.0133872054280151	-0.542857142857143
d_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingosinicella	137	0.0478568177161011	0.447536699569417
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|f_Casimicrobiaceae|g_Casimicrobium	79	0.00321969564135843	-0.624910109735382
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Alcaligenaceae|g_Achromobacter	1658	0.0483728331092669	-0.446616541353383
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Alcaligenaceae|g_Basilea	3	0.017689996394231	-0.524100329932414
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Alcaligenaceae|g_Oligella	18	0.0449835399947638	-0.452804481866355
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Caballeronia	215	0.0260514647072489	-0.496240601503759
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Paraburkholderia	1856	0.0293419919037082	-0.487218045112782
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Ralstonia	873	0.00692269088157829	-0.583458646616541
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Hydrogenophaga	713	0.00530583620041891	-0.598496240601504
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Limnohabitans	167	0.0264473150869189	-0.495109244748965
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Pulveribacter	76	0.0461069181369427	-0.450714950766915
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Serpentinomonas	195	0.0284216820461042	-0.489657800705362
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Oxalobacteraceae|g_Collimonas	292	0.00437050755366254	-0.609022556390977
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|f_Oxalobacteraceae|g_Herminiimonas	40	0.00431958489019287	-0.609647375570904
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Burkholderiales|g_Leptothrix	137	0.038290498876305	-0.466165413533835
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Chromobacteriaceae|g_Jeongeupia	104	0.0477628014620478	-0.447705168124064
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Chromobacteriaceae|g_Microvirgula	184	0.0189825068584117	-0.519187505891772
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Chromobacteriaceae|g_Pseudogulbenkiania	45	0.00680729725268189	-0.584430278261239
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Chromobacteriaceae|g_Vogesella	17	0.0450224182508094	-0.452731499625659
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Neisseriales|f_Neisseriaceae|g_Simonsiella	34	0.00507089093082441	-0.600986683985698
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Nitrosomonadales|f_Gallionellaceae|g_Candidatus Nitrotoga	29	0.000942786200328466	-0.681237611268352
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Nitrosomonadales|f_Nitrosomonadaceae|g_Nitrosospira	161	0.0182849434820976	-0.521804511278195
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Nitrosomonadales|f_Thiobacillaceae|g_Sulfuritortus	151	0.0393043322009531	-0.464030954691191
d_Bacteria|p_Proteobacteria|c_Betaproteobacteria|o_Rhodocyclales|f_Zoogloeaceae|g_Thauera	782	0.0362145516660009	-0.470676691729323
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Bradymonadales|f_Bradymonadaceae|g_Bradymonas	36	0.020077177656111	-0.515231326395043
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfobacterales|f_Desulfobacteraceae|g_Desulfobacula	48	0.0351491488253321	-0.473070518743617
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfobacterales|f_Desulfobulbaceae|g_Desulfobulbus	376	0.0167591268829289	-0.52781954887218
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfobacterales|f_Desulfobulbaceae|g_Desulfopila	318	0.0205063801360088	-0.513727001354474
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfobacterales|f_Desulfobulbaceae|g_Desulfurivibrio	96	0.0133738894555536	-0.542922302450703
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfovibrionales|f_Desulfovibrionaceae|g_Pseudodesulfovibrio	813	0.00729007322448419	-0.580451127819549
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfurellales|f_Desulfurellaceae|g_Desulfurella	9	0.0025493894083959	-0.636503650189609
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Desulfuromonadales|f_Geobacteraceae|g_Geobacter	2247	0.0362145516660009	-0.470676691729323
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Myxococcales|f_Anaeromyxobacteraceae|g_Anaeromyxobacter	519	0.00462261467072207	-0.606015037593985
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Myxococcales|f_Archangiaceae|g_Archangium	577	0.0235380392211682	-0.503759398496241
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Myxococcales|f_Archangiaceae|g_Cystobacter	118	0.0247067623165016	-0.500188075989348
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Myxococcales|f_Kofleriaceae|g_Haliangium	238	0.0437955712670492	-0.455058324772264
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Myxococcales|f_Myxococcaceae|g_Corallococcus	431	0.00937431775063154	-0.565413533834586
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Myxococcales|f_Myxococcaceae|g_Myxococcus	454	0.0199197634597036	-0.515789473684211
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Myxococcales|f_Polyangiaceae|g_Chondromyces	123	0.041867317775621	-0.458819137373688
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Myxococcales|f_Sandaracinaceae|g_Sandaracinus	257	0.0437062804882339	-0.455229624731192
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Syntrophobacterales|f_Syntrophaceae|g_Desulfobacca	180	0.00557896801386657	-0.59571271606551
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Syntrophobacterales|f_Syntrophaceae|g_Desulfomonile	47	0.00612725882145225	-0.590447578423517
d_Bacteria|p_Proteobacteria|c_Deltaproteobacteria|o_Syntrophobacterales|f_Syntrophobacteraceae|g_Syntrophobacter	86	0.0261183507082421	-0.496048490827082
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|g_Sulfurovum	229	0.000556435286609182	-0.702255639097744
d_Bacteria|p_Proteobacteria|c_Epsilonproteobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Arcobacter	1344	0.0178934779804182	-0.523308270676692
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|g_Pseudohongiella	106	0.0118811516975371	-0.550582964848426
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|g_Thiolapillus	57	0.00652019952975175	-0.586907615355916
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Acidiferrobacterales|f_Acidiferrobacteraceae|g_Sulfuricaulis	294	0.0348799913794966	-0.473684210526316
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Aeromonadales|f_Aeromonadaceae|g_Oceanimonas	255	0.0222967573728028	-0.507709701192196
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Agarivorans	12	0.00188428516468763	-0.650865496516497
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Alteromonas	621	0.0305084935506666	-0.484210526315789
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Lacimicrobium	119	0.0247067623165016	-0.500188075989348
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Marinobacter	822	0.0311052168695434	-0.482706766917293
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Alteromonadaceae|g_Salinimonas	148	0.0212206441332248	-0.511278195488722
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Colwelliaceae|g_Colwellia	240	0.0499927881229564	-0.443775886967993
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Colwelliaceae|g_Thalassotalea	87	0.00945725006667094	-0.564874052733836
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Ferrimonadaceae|g_Ferrimonas	244	0.0397249664579358	-0.463157894736842
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Idiomarinaceae|g_Idiomarina	87	0.01300058675762	-0.544770658356004
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Pseudoalteromonadaceae|g_Pseudoalteromonas	1002	0.00591046590218419	-0.592481203007519
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Psychromonadaceae|g_Psychromonas	115	0.0487026351147569	-0.446032374528848
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Alteromonadales|f_Shewanellaceae|g_Parashewanella	24	0.0360744198553017	-0.470988392746372
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Cellvibrionales|f_Microbulbiferaceae|g_Microbulbifer	737	0.00327410723683061	-0.62406015037594
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Chromatiales|f_Chromatiaceae|g_Allochromatium	77	0.0319435547178703	-0.480631850461945
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Chromatiales|f_Chromatiaceae|g_Thiocystis	338	0.00486627799642095	-0.603234341268357
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Chromatiales|f_Chromatiaceae|g_Thioflavicoccus	67	0.041867317775621	-0.458819137373688
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Chromatiales|f_Ectothiorhodospiraceae|g_Halorhodospira	122	0.0219498387088066	-0.508844885886354
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Chromatiales|f_Granulosicoccaceae|g_Granulosicoccus	50	0.0310326841817283	0.4828883380228
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Chromatiales|f_Granulosicoccaceae|g_Sulfuriflexus	11	0.0116895859591199	-0.551621605584551
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Chromatiales|f_Thioalkalispiraceae|g_Sulfurivermis	163	0.0100179232762098	-0.561324462891684
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Chromatiales|f_Woeseiaceae|g_Woeseia	203	0.0299207825255925	-0.485714285714286
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Buttiauxella	32	0.0233559115250478	-0.504328511159552
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Candidatus Hamiltonella	38	0.0102485707097838	-0.559911001296887
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Candidatus Tachikawaea	26	0.00430188445385599	-0.609865985845284
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Cronobacter	409	0.00299382080718128	-0.628571428571429
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Lelliottia	69	0.0348799913794966	-0.473684210526316
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Metakosakonia	0	0.0066783509404419	-0.585532129515059
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Raoultella	588	0.0305084935506666	-0.484210526315789
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Erwiniaceae|g_Pantoea	1143	0.036134905024784	-0.470853737698244
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Erwiniaceae|g_Wigglesworthia	35	0.0352619026142296	-0.472814522677494
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Hafniaceae|g_Hafnia	133	0.0487026351147569	-0.446032374528848
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Morganellaceae|g_Proteus	227	0.0153370468002174	-0.533834586466165
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Yersiniaceae|g_Rouxiella	13	0.0205559736861648	-0.513554799266823
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Yersiniaceae|g_Serratia	1684	0.00405369249566471	-0.613012454032059
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|g_Phytobacter	19	0.0166513966987052	-0.52826058130433
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Legionellales|f_Legionellaceae|g_Fluoribacter	12	0.0173988855898988	-0.525246255590754
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Methylococcales|f_Methylococcaceae|g_Methylocaldum	190	0.0271142049419442	-0.493233082706767
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Hahellaceae|g_Hahella	137	0.0167591268829289	-0.52781954887218
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Kangiellaceae|g_Kangiella	364	0.0130826086615195	-0.544360902255639
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Oceanospirillales|f_Litoricolaceae|g_Litoricola	21	0.028986408671254	-0.488153475664793
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Orbales|f_Orbaceae|g_Gilliamella	72	0.0292088759931741	-0.487567184171044
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pasteurellales|f_Pasteurellaceae|g_Aggregatibacter	143	0.000253654461268074	-0.730624736552045
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pasteurellales|f_Pasteurellaceae|g_Gallibacterium	94	0.0329503832149576	-0.478195488721805
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pasteurellales|f_Pasteurellaceae|g_Haemophilus	273	0.0450756887830484	-0.452631578947368
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pasteurellales|f_Pasteurellaceae|g_Histophilus	118	0.025021864609018	-0.499248120300752
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pasteurellales|f_Pasteurellaceae|g_Rodentibacter	42	0.0178934779804182	0.523308270676692
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Moraxellaceae|g_Moraxella	357	0.0490343722366994	-0.445447831141926
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Permianibacter	35	0.0437062804882339	-0.455229624731192
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Thiotrichales|f_Francisellaceae|g_Francisella	566	0.0260514647072489	-0.496240601503759
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Thiotrichales|f_Piscirickettsiaceae|g_Cycloclasticus	41	0.00311675190627849	-0.626551379397184
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Thiotrichales|f_Thiotrichaceae|g_Beggiatoa	50	0.0455549959392023	-0.451736595335991
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Vibrionales|f_Vibrionaceae|g_Grimontia	110	0.0486076668529766	-0.446200276802639
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Vibrionales|f_Vibrionaceae|g_Vibrio	2551	0.0203461282869807	-0.514285714285714
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Rhodanobacteraceae|g_Frateuria	22	0.028210805618894	-0.490225563909774
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Rhodanobacteraceae|g_Luteibacter	105	0.0171306519857882	-0.526315789473684
d_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Xanthomonadales|f_Xanthomonadaceae|g_Xylella	79	0.0499927881229564	-0.443775886967993
d_Bacteria|p_Proteobacteria|c_Oligoflexia|o_Bacteriovoracales|f_Bacteriovoracaceae|g_Bacteriovorax	25	0.016024330664684	-0.530874096016291
d_Bacteria|p_Proteobacteria|c_Zetaproteobacteria|o_Mariprofundales|f_Mariprofundaceae|g_Mariprofundus	270	0.00240456971635294	-0.639338142242024
d_Bacteria|p_Spirochaetes|c_Spirochaetia|o_Brachyspirales|f_Brachyspiraceae|g_Brachyspira	354	0.0225881723805918	-0.506766917293233
d_Bacteria|p_Spirochaetes|c_Spirochaetia|o_Leptospirales|f_Leptospiraceae|g_Turneriella	39	0.0263817302306613	-0.495295761705949
d_Bacteria|p_Spirochaetes|c_Spirochaetia|o_Spirochaetales|f_Borreliaceae|g_Borrelia	108	0.0259866053005642	-0.496427263387925
d_Bacteria|p_Synergistetes|c_Synergistia|o_Synergistales|f_Synergistaceae|g_Aminomonas	281	0.00575424753958648	-0.593984962406015
d_Bacteria|p_Synergistetes|c_Synergistia|o_Synergistales|f_Synergistaceae|g_Jonquetella	98	0.000593512631667203	-0.699774464462823
d_Bacteria|p_Tenericutes|c_Mollicutes|o_Acholeplasmatales|f_Acholeplasmataceae|g_Acholeplasma	663	0.0047531008240938	-0.604511278195489
d_Bacteria|p_Tenericutes|c_Mollicutes|o_Acholeplasmatales|f_Acholeplasmataceae|g_Candidatus Phytoplasma	115	0.00900226017644766	-0.567882702814975
d_Bacteria|p_Tenericutes|c_Mollicutes|o_Entomoplasmatales|f_Entomoplasmataceae|g_Mesoplasma	311	0.00381058938911927	-0.616252996123712
d_Bacteria|p_Tenericutes|c_Mollicutes|o_Mycoplasmatales|f_Mycoplasmataceae|g_Candidatus Hepatoplasma	22	0.0317960117473618	-0.480993908404409
d_Bacteria|p_Thermodesulfobacteria|c_Thermodesulfobacteria|o_Thermodesulfobacteriales|f_Thermodesulfobacteriaceae|g_Caldimicrobium	70	0.0400053288599211	-0.462579949975112
d_Bacteria|p_Thermodesulfobacteria|c_Thermodesulfobacteria|o_Thermodesulfobacteriales|f_Thermodesulfobacteriaceae|g_Thermosulfuriphilus	24	0.0296379113419153	-0.486446334789395
d_Bacteria|p_Thermotogae|c_Thermotogae|o_Kosmotogales|f_Kosmotogaceae|g_Mesotoga	46	0.0329503832149576	-0.478195488721805
d_Bacteria|p_Verrucomicrobia|c_Verrucomicrobiae|o_Verrucomicrobiales|f_Verrucomicrobiaceae|g_Roseimicrobium	53	0.0168951487490043	-0.527265926719599
